"source_path"	"line"	"level"	"heading"
"课程记录\Games104\06-地形、大气与体积云.md"	"7"	"3"	"1. 天空与云的认知基础"
"课程记录\Games104\06-地形、大气与体积云.md"	"13"	"3"	"2. Participating Media（参与介质）——光的散射基础"
"课程记录\Games104\06-地形、大气与体积云.md"	"31"	"3"	"3. 真实大气物理学：瑞利散射与米氏散射"
"课程记录\Games104\06-地形、大气与体积云.md"	"65"	"3"	"4. 单次散射（Single Scattering）与多次散射（Multi Scattering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"72"	"3"	"5. Ray Marching（射线步进）算法"
"课程记录\Games104\06-地形、大气与体积云.md"	"77"	"3"	"6. 预计算大气散射（Precomputed Atmospheric Scattering，Bruneton 方法）"
"课程记录\Games104\06-地形、大气与体积云.md"	"102"	"3"	"7. 可扩展的生产级天空方案（UE5 采用的方法）"
"课程记录\Games104\06-地形、大气与体积云.md"	"118"	"3"	"8. 体积云渲染（Volumetric Cloud Rendering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"157"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\06-地形、大气与体积云.md"	"159"	"3"	"1. Participating Media（参与介质）"
"课程记录\Games104\06-地形、大气与体积云.md"	"163"	"3"	"2. Transmittance（通透度）"
"课程记录\Games104\06-地形、大气与体积云.md"	"167"	"3"	"3. 辐射传输方程（RTE）与体积渲染方程（VRE）"
"课程记录\Games104\06-地形、大气与体积云.md"	"171"	"3"	"4. 瑞利散射（Rayleigh Scattering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"175"	"3"	"5. 米氏散射（Mie Scattering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"179"	"3"	"6. 相位函数（Phase Function）"
"课程记录\Games104\06-地形、大气与体积云.md"	"183"	"3"	"7. $g$ 参数（各向异性参数）"
"课程记录\Games104\06-地形、大气与体积云.md"	"187"	"3"	"8. 单次散射（Single Scattering）与多次散射（Multi Scattering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"191"	"3"	"9. Ray Marching（射线步进）"
"课程记录\Games104\06-地形、大气与体积云.md"	"195"	"3"	"10. 查找表（Lookup Table, LUT）"
"课程记录\Games104\06-地形、大气与体积云.md"	"199"	"3"	"11. 预计算大气散射（Precomputed Atmospheric Scattering）"
"课程记录\Games104\06-地形、大气与体积云.md"	"203"	"3"	"12. 卡门线（Kármán Line）"
"课程记录\Games104\06-地形、大气与体积云.md"	"207"	"3"	"13. Aerosol（气溶胶）"
"课程记录\Games104\06-地形、大气与体积云.md"	"211"	"3"	"14. Voxel（体素）与 Voxel Texture"
"课程记录\Games104\06-地形、大气与体积云.md"	"215"	"3"	"15. Perlin Noise（柏林噪声）"
"课程记录\Games104\06-地形、大气与体积云.md"	"219"	"3"	"16. Worley Noise（沃利噪声）与 Voronoi（沃罗诺伊）划分"
"课程记录\Games104\06-地形、大气与体积云.md"	"223"	"3"	"17. Volumetric Cloud（体积云）"
"课程记录\Games104\06-地形、大气与体积云.md"	"229"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\06-地形、大气与体积云.md"	"231"	"3"	"1. 简单拟合天空方法的定位"
"课程记录\Games104\06-地形、大气与体积云.md"	"235"	"3"	"2. 预计算大气散射的工程取舍"
"课程记录\Games104\06-地形、大气与体积云.md"	"240"	"3"	"3. 多次散射的收敛与终止"
"课程记录\Games104\06-地形、大气与体积云.md"	"244"	"3"	"4. 大胆假设是实时渲染的生存法则"
"课程记录\Games104\06-地形、大气与体积云.md"	"248"	"3"	"5. 体积云渲染的性能避坑"
"课程记录\Games104\06-地形、大气与体积云.md"	"253"	"3"	"6. 数据管理：四叉树的复用"
"课程记录\Games104\06-地形、大气与体积云.md"	"257"	"3"	"7. 课程难度认知与学习策略"
"课程记录\Games104\06-地形、大气与体积云.md"	"261"	"3"	"8. 关于""公式不用记""的诚实提醒"
"课程记录\Games104\06-地形、大气与体积云.md"	"267"	"2"	"四、 课程动态与后续安排"
"课程记录\Games104\06-地形、大气与体积云.md"	"269"	"3"	"1. 天空/云的""大作业""建议"
"课程记录\Games104\06-地形、大气与体积云.md"	"273"	"3"	"2. PICO 引擎进展汇报"
"课程记录\Games104\06-地形、大气与体积云.md"	"277"	"3"	"3. 课程节奏调整（征求同学意见）"
"课程记录\Games104\06-地形、大气与体积云.md"	"282"	"3"	"4. 老师的熬夜经验（工作方法）"
"课程记录\Games104\06-地形、大气与体积云.md"	"285"	"3"	"5. 结尾预告"
"课程记录\Games104\07-现代渲染与后处理.md"	"1"	"1"	"现代游戏渲染管线与后处理技术全解析"
"课程记录\Games104\07-现代渲染与后处理.md"	"7"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\07-现代渲染与后处理.md"	"9"	"3"	"1. 课程定位与学习方法论"
"课程记录\Games104\07-现代渲染与后处理.md"	"17"	"3"	"2. 环境光遮蔽（Ambient Occlusion, AO）"
"课程记录\Games104\07-现代渲染与后处理.md"	"59"	"3"	"3. 雾效（Fog）"
"课程记录\Games104\07-现代渲染与后处理.md"	"80"	"3"	"4. 反走样（Anti-Aliasing, AA）"
"课程记录\Games104\07-现代渲染与后处理.md"	"125"	"3"	"5. 后处理（Post Processing）"
"课程记录\Games104\07-现代渲染与后处理.md"	"160"	"3"	"6. 渲染管线（Rendering Pipeline）"
"课程记录\Games104\07-现代渲染与后处理.md"	"213"	"3"	"7. VSync（垂直同步）与屏幕呈现"
"课程记录\Games104\07-现代渲染与后处理.md"	"220"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\07-现代渲染与后处理.md"	"222"	"3"	"1. Ambient Occlusion（AO，环境光遮蔽）"
"课程记录\Games104\07-现代渲染与后处理.md"	"226"	"3"	"2. Meso-structure（中尺度结构）"
"课程记录\Games104\07-现代渲染与后处理.md"	"229"	"3"	"3. SSAO（Screen Space Ambient Occlusion）"
"课程记录\Games104\07-现代渲染与后处理.md"	"233"	"3"	"4. HBAO（Horizon Based Ambient Occlusion）"
"课程记录\Games104\07-现代渲染与后处理.md"	"237"	"3"	"5. GTAO（Ground Truth Based Ambient Occlusion）"
"课程记录\Games104\07-现代渲染与后处理.md"	"241"	"3"	"6. Ground Truth（真值/参考正确值）"
"课程记录\Games104\07-现代渲染与后处理.md"	"244"	"3"	"7. Multi-scattering（多次散射）"
"课程记录\Games104\07-现代渲染与后处理.md"	"247"	"3"	"8. Ray Marching（步进式行进）"
"课程记录\Games104\07-现代渲染与后处理.md"	"250"	"3"	"9. Pitch Angle（仰角）"
"课程记录\Games104\07-现代渲染与后处理.md"	"253"	"3"	"10. Attenuation（衰减）"
"课程记录\Games104\07-现代渲染与后处理.md"	"256"	"3"	"11. Jitter（抖动）"
"课程记录\Games104\07-现代渲染与后处理.md"	"259"	"3"	"12. Depth Fog / Linear Fog / Exponential Fog / Exponential Squared Fog"
"课程记录\Games104\07-现代渲染与后处理.md"	"262"	"3"	"13. Height Fog（高度雾）"
"课程记录\Games104\07-现代渲染与后处理.md"	"265"	"3"	"14. Volumetric Fog（体积雾）"
"课程记录\Games104\07-现代渲染与后处理.md"	"268"	"3"	"15. Participating Media（参与介质）"
"课程记录\Games104\07-现代渲染与后处理.md"	"271"	"3"	"16. Aliasing（走样/锯齿）"
"课程记录\Games104\07-现代渲染与后处理.md"	"274"	"3"	"17. SSAA（Super Sampling Anti-Aliasing）"
"课程记录\Games104\07-现代渲染与后处理.md"	"277"	"3"	"18. MSAA（Multi-Sample Anti-Aliasing）"
"课程记录\Games104\07-现代渲染与后处理.md"	"280"	"3"	"19. FXAA（Fast Approximate Anti-Aliasing）"
"课程记录\Games104\07-现代渲染与后处理.md"	"283"	"3"	"20. TAA（Temporal Anti-Aliasing）"
"课程记录\Games104\07-现代渲染与后处理.md"	"287"	"3"	"21. Motion Vector（运动矢量）"
"课程记录\Games104\07-现代渲染与后处理.md"	"290"	"3"	"22. Luminance（亮度）"
"课程记录\Games104\07-现代渲染与后处理.md"	"293"	"3"	"23. Gaussian Blur（高斯模糊）与可分离卷积"
"课程记录\Games104\07-现代渲染与后处理.md"	"296"	"3"	"24. Bloom（泛光/光晕）"
"课程记录\Games104\07-现代渲染与后处理.md"	"299"	"3"	"25. Tonemapping（色调映射）"
"课程记录\Games104\07-现代渲染与后处理.md"	"302"	"3"	"26. Filmic Curve（电影感曲线）"
"课程记录\Games104\07-现代渲染与后处理.md"	"305"	"3"	"27. ACES（Academy Color Encoding System，学院色彩编码系统）"
"课程记录\Games104\07-现代渲染与后处理.md"	"308"	"3"	"28. LUT（Look Up Table，查找表）"
"课程记录\Games104\07-现代渲染与后处理.md"	"311"	"3"	"29. Forward Rendering（前向渲染）"
"课程记录\Games104\07-现代渲染与后处理.md"	"314"	"3"	"30. Transparency Sorting（透明物排序）"
"课程记录\Games104\07-现代渲染与后处理.md"	"317"	"3"	"31. Deferred Rendering（延迟渲染）"
"课程记录\Games104\07-现代渲染与后处理.md"	"320"	"3"	"32. G-Buffer（几何缓冲）"
"课程记录\Games104\07-现代渲染与后处理.md"	"323"	"3"	"33. Overdraw（过度绘制）"
"课程记录\Games104\07-现代渲染与后处理.md"	"326"	"3"	"34. Tile Based Rendering（TBR，分块渲染）"
"课程记录\Games104\07-现代渲染与后处理.md"	"329"	"3"	"35. Light List（光源列表）"
"课程记录\Games104\07-现代渲染与后处理.md"	"332"	"3"	"36. Forward+ / Cluster Based Rendering"
"课程记录\Games104\07-现代渲染与后处理.md"	"335"	"3"	"37. Visibility Buffer（可见性缓冲）"
"课程记录\Games104\07-现代渲染与后处理.md"	"338"	"3"	"38. Barycentric Coordinates（重心坐标）"
"课程记录\Games104\07-现代渲染与后处理.md"	"341"	"3"	"39. Mesh Shader / Geometry Shader"
"课程记录\Games104\07-现代渲染与后处理.md"	"344"	"3"	"40. Render Graph / Frame Graph（渲染图/帧图）"
"课程记录\Games104\07-现代渲染与后处理.md"	"347"	"3"	"41. Memory Barrier（内存屏障/内存锁）"
"课程记录\Games104\07-现代渲染与后处理.md"	"350"	"3"	"42. SRP（Scriptable Render Pipeline，可脚本化渲染管线）"
"课程记录\Games104\07-现代渲染与后处理.md"	"353"	"3"	"43. Alias（资源别名/复用）"
"课程记录\Games104\07-现代渲染与后处理.md"	"356"	"3"	"44. VSync（垂直同步）"
"课程记录\Games104\07-现代渲染与后处理.md"	"359"	"3"	"45. Screen Tearing（画面撕裂）"
"课程记录\Games104\07-现代渲染与后处理.md"	"362"	"3"	"46. VRR（Variable Refresh Rate，可变刷新率）"
"课程记录\Games104\07-现代渲染与后处理.md"	"367"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\07-现代渲染与后处理.md"	"369"	"3"	"1. 学习路径与心态"
"课程记录\Games104\07-现代渲染与后处理.md"	"374"	"3"	"2. Screen Space（屏幕空间）思想的普适性"
"课程记录\Games104\07-现代渲染与后处理.md"	"378"	"3"	"3. 凡事不取预计算（用空间换时间）"
"课程记录\Games104\07-现代渲染与后处理.md"	"381"	"3"	"4. 指数函数的解析解优势"
"课程记录\Games104\07-现代渲染与后处理.md"	"384"	"3"	"5. 降低计算复杂度的通用方法"
"课程记录\Games104\07-现代渲染与后处理.md"	"388"	"3"	"6. 反走样算法选型"
"课程记录\Games104\07-现代渲染与后处理.md"	"394"	"3"	"7. 后处理参数与细节"
"课程记录\Games104\07-现代渲染与后处理.md"	"399"	"3"	"8. 透明物排序的坑"
"课程记录\Games104\07-现代渲染与后处理.md"	"402"	"3"	"9. 渲染管线工程挑战"
"课程记录\Games104\07-现代渲染与后处理.md"	"407"	"3"	"10. 小引擎（Pilot）工程经验"
"课程记录\Games104\07-现代渲染与后处理.md"	"411"	"3"	"11. 团队与工具理念"
"课程记录\Games104\07-现代渲染与后处理.md"	"414"	"3"	"12. Q&A 精选"
"课程记录\Games104\07-现代渲染与后处理.md"	"428"	"2"	"四、 课程作业：在小引擎中实现 Color Grading（调色）"
"课程记录\Games104\07-现代渲染与后处理.md"	"430"	"3"	"1. 作业背景与动机"
"课程记录\Games104\07-现代渲染与后处理.md"	"433"	"3"	"2. 作业要求"
"课程记录\Games104\07-现代渲染与后处理.md"	"438"	"3"	"3. 挑战点与细节"
"课程记录\Games104\07-现代渲染与后处理.md"	"443"	"3"	"4. 课程安排说明"
"课程记录\Games104\08-动画技术与旋转基础.md"	"1"	"1"	"游戏引擎动画技术基础：从 2D 精灵到蒙皮动画与旋转数学"
"课程记录\Games104\08-动画技术与旋转基础.md"	"5"	"2"	"一、核心知识点与原理剖析"
"课程记录\Games104\08-动画技术与旋转基础.md"	"7"	"3"	"1. 动画的历史渊源与理论基础"
"课程记录\Games104\08-动画技术与旋转基础.md"	"16"	"3"	"2. 早期游戏动画的鼻祖"
"课程记录\Games104\08-动画技术与旋转基础.md"	"25"	"3"	"3. 游戏动画的四大核心挑战"
"课程记录\Games104\08-动画技术与旋转基础.md"	"32"	"3"	"4. 课程总览：动画系统的完整知识体系"
"课程记录\Games104\08-动画技术与旋转基础.md"	"49"	"3"	"5. 2D 动画技术"
"课程记录\Games104\08-动画技术与旋转基础.md"	"76"	"3"	"6. 3D 动画技术概览"
"课程记录\Games104\08-动画技术与旋转基础.md"	"118"	"3"	"7. 动画的创建方式"
"课程记录\Games104\08-动画技术与旋转基础.md"	"123"	"3"	"8. 蒙皮动画的实现流程（五步）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"133"	"3"	"9. 动画系统的三个坐标空间"
"课程记录\Games104\08-动画技术与旋转基础.md"	"141"	"3"	"10. 骨骼与关节系统"
"课程记录\Games104\08-动画技术与旋转基础.md"	"172"	"3"	"11. 绑定姿势：T-Pose 与 A-Pose"
"课程记录\Games104\08-动画技术与旋转基础.md"	"178"	"3"	"12. Pose（姿态）与自由度"
"课程记录\Games104\08-动画技术与旋转基础.md"	"184"	"3"	"13. 旋转的数学表达：从 2D 到欧拉角"
"课程记录\Games104\08-动画技术与旋转基础.md"	"220"	"3"	"14. 四元数（Quaternion）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"279"	"2"	"二、重点术语与概念解析"
"课程记录\Games104\08-动画技术与旋转基础.md"	"281"	"3"	"1. Degree of Freedom（DOF，自由度）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"285"	"3"	"2. Persistence of Vision（视觉残留）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"289"	"3"	"3. Sprite Animation（精灵动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"293"	"3"	"4. Live2D"
"课程记录\Games104\08-动画技术与旋转基础.md"	"297"	"3"	"5. Vertex Animation（顶点动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"301"	"3"	"6. Morph Animation（混合变形动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"305"	"3"	"7. Skinned Animation（蒙皮动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"309"	"3"	"8. Physics Based Animation（物理驱动动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"313"	"3"	"9. Ragdoll（布娃娃系统）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"317"	"3"	"10. IK / Inverse Kinematics（反向动力学）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"321"	"3"	"11. Motion Capture（动作捕捉，动捕）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"325"	"3"	"12. Motion Matching（动作匹配）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"329"	"3"	"13. Joint 与 Bone（关节与骨骼）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"333"	"3"	"14. Biped 与 Quadruped（两足/四足生物）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"337"	"3"	"15. Pelvis（骨盆/尾椎骨骼）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"341"	"3"	"16. Root Bone（根骨骼）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"345"	"3"	"17. Mount Joint / Weapon Joint（挂点/武器挂点）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"349"	"3"	"18. Bound Animation（绑定动画）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"353"	"3"	"19. T-Pose 与 A-Pose"
"课程记录\Games104\08-动画技术与旋转基础.md"	"357"	"3"	"20. Pose（姿态）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"361"	"3"	"21. Euler Angle（欧拉角）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"365"	"3"	"22. Yaw / Pitch / Roll（航向角 / 俯仰角 / 滚转角）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"369"	"3"	"23. Gimbal Lock（万向节锁）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"373"	"3"	"24. Quaternion（四元数）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"377"	"3"	"25. Watertight（水密性）"
"课程记录\Games104\08-动画技术与旋转基础.md"	"383"	"2"	"三、工程经验与避坑指南"
"课程记录\Games104\08-动画技术与旋转基础.md"	"385"	"3"	"1. 蒙皮动画的""模型炸开""问题"
"课程记录\Games104\08-动画技术与旋转基础.md"	"389"	"3"	"2. 动画数据一定要压缩"
"课程记录\Games104\08-动画技术与旋转基础.md"	"393"	"3"	"3. 欧拉角在动画中的禁用原则"
"课程记录\Games104\08-动画技术与旋转基础.md"	"397"	"3"	"4. 标准骨骼结构必须行业统一"
"课程记录\Games104\08-动画技术与旋转基础.md"	"401"	"3"	"5. Root 骨骼的位置有讲究"
"课程记录\Games104\08-动画技术与旋转基础.md"	"404"	"3"	"6. T-Pose 已过时"
"课程记录\Games104\08-动画技术与旋转基础.md"	"407"	"3"	"7. 动画与 Gameplay 密不可分"
"课程记录\Games104\08-动画技术与旋转基础.md"	"411"	"3"	"8. 实时预算意识"
